author_id,lexical_diversity,repeated_ratio,link_ratio,sentiment_polarity,comments_per_day,burstiness_hours,hour_entropy,segment,anomaly_score,anomaly_score_val
456297,0.964,0.0,0.0,0.08,0.169,217.142,2.922,0,1,0.099
457244,0.697,0.0,0.0,-0.018,3.333,10.426,2.935,0,1,0.057
465260,0.659,0.0,0.0,0.019,0.667,62.329,3.352,0,1,0.125
467139,0.571,0.6,0.0,0.0,5.0,2.647,1.371,2,-1,-0.149
467251,0.5,0.5,0.0,0.0,2.0,,0.0,2,-1,-0.1
16158,0.673,0.0,0.0,0.2,0.018,1293.717,1.522,3,1,0.044
18409,1.0,0.0,0.667,0.167,0.032,1608.654,0.918,6,-1,-0.075
19659,1.0,0.0,0.0,-0.083,0.018,1631.283,1.918,3,1,0.082
26112,1.0,0.0,0.0,0.0,0.017,680.736,1.585,3,1,0.138
26272,0.966,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.161
28691,0.664,0.0,0.0,0.089,0.033,923.857,2.197,0,1,0.096
32816,0.486,0.0,0.0,0.046,0.089,649.701,3.055,0,1,0.102
35274,0.944,0.0,0.0,1.0,1.0,0.0,0.0,4,-1,-0.027
39297,0.767,0.0,0.0,0.0,0.128,317.064,3.471,0,1,0.145
45431,0.919,0.0,0.0,0.0,0.035,763.246,1.922,3,1,0.153
45983,0.8,0.0,0.0,0.014,0.084,482.006,2.84,0,1,0.154
49591,0.871,0.0,0.0,0.0,0.023,930.473,2.236,3,1,0.147
50931,0.714,0.0,0.0,-0.038,0.021,1138.08,2.0,3,1,0.109
55631,0.782,0.0,0.0,0.0,0.071,310.083,3.48,0,1,0.147
58538,0.771,0.038,0.0,0.023,0.079,316.616,3.657,0,1,0.097
66694,0.931,0.0,0.0,0.0,0.018,1233.402,2.0,3,1,0.14
68793,0.815,0.0,0.0,0.03,0.046,570.825,3.203,0,1,0.148
70310,0.583,0.0,0.0,-0.028,0.112,488.921,3.736,0,1,0.106
71529,0.944,0.0,0.0,0.0,0.017,,1.0,1,1,0.159
71644,0.854,0.0,0.0,0.045,0.026,1915.989,2.156,3,1,0.111
76384,0.796,0.0,0.0,0.3,0.043,,1.0,4,1,0.076
78930,0.82,0.0,0.0,0.0,0.042,1909.276,3.006,3,1,0.102
95734,0.821,0.0,0.143,0.0,0.02,1148.865,2.522,3,1,0.077
96162,0.765,0.0,0.0,0.4,0.018,,1.0,4,1,0.062
96305,0.811,0.0,0.0,0.029,0.026,1448.139,2.807,3,1,0.117
104801,0.9,0.0,0.0,0.057,0.021,1695.775,0.918,3,1,0.097
105567,0.784,0.0,0.043,0.0,0.083,360.61,3.142,0,1,0.13
110095,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.18
115170,0.871,0.0,0.0,0.0,0.04,826.676,2.522,3,1,0.152
116080,0.85,0.0,0.0,-0.018,0.036,904.756,2.914,3,1,0.135
117715,0.675,0.026,0.0,-0.012,0.119,336.285,3.685,0,1,0.098
121103,0.837,0.0,0.0,-0.006,2.0,,1.0,1,1,0.119
143138,0.909,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.167
143744,0.862,0.0,0.0,0.0,0.04,940.449,1.961,3,1,0.15
144994,0.838,0.0,0.0,0.0,0.025,1317.077,1.5,3,1,0.134
146873,0.528,0.0,0.0,-0.161,0.051,463.399,2.807,0,1,0.079
153300,0.946,0.0,0.0,0.0,0.035,465.556,0.918,1,1,0.147
153495,0.75,0.037,0.0,-0.022,0.077,402.665,3.0,0,1,0.117
162244,0.851,0.0,0.0,0.194,0.041,671.989,3.027,3,1,0.095
162441,0.675,0.0,0.0,0.001,0.056,675.897,3.039,0,1,0.142
172665,0.785,0.0,0.0,0.067,0.018,1794.76,1.585,3,1,0.096
174612,0.952,0.0,0.0,0.0,0.049,282.358,2.419,1,1,0.146
186069,0.949,0.0,0.0,0.183,0.026,,1.0,1,1,0.107
186925,1.0,0.0,0.0,0.0,0.014,2321.396,1.585,3,1,0.074
189758,0.805,0.0,0.077,0.0,0.049,683.81,2.565,3,1,0.115
192585,0.919,0.0,0.0,0.0,0.028,1110.793,1.842,3,1,0.149
220541,0.934,0.0,0.0,0.022,0.036,873.578,2.503,3,1,0.138
224906,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.18
255470,1.0,0.0,0.0,0.0,0.02,2400.277,1.585,3,1,0.077
256672,0.764,0.0,0.0,0.0,0.047,1058.974,2.522,3,1,0.133
258549,0.83,0.0,0.0,0.0,0.083,507.05,3.522,0,1,0.143
258995,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6,-1,-0.038
259015,1.0,0.0,0.0,0.0,0.009,,1.0,1,1,0.157
260686,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.18
269984,0.632,0.0,0.0,0.011,0.122,316.606,3.643,0,1,0.135
271034,0.776,0.0,0.0,0.008,0.086,384.768,3.295,0,1,0.154
272294,0.678,0.0,0.0,0.015,0.077,655.189,1.901,0,1,0.124
272732,0.772,0.071,0.0,0.032,0.047,733.52,2.557,0,1,0.073
275220,0.966,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.161
277090,1.0,0.0,0.0,0.0,0.115,500.477,1.918,1,1,0.132
279916,0.975,0.0,0.0,0.0,0.027,1521.651,2.807,3,1,0.104
288714,0.565,0.0,0.0,0.018,1.065,41.329,3.423,0,1,0.107
292677,0.923,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.167
295278,0.702,0.0,0.0,-0.003,0.112,327.121,3.624,0,1,0.134
296716,0.758,0.0,0.0,-0.073,0.211,148.318,3.24,0,1,0.122
299228,0.789,0.0,0.0,-0.062,0.026,1802.795,2.156,3,1,0.091
301751,0.851,0.0,0.0,0.0,0.036,841.133,2.918,3,1,0.146
302644,0.889,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.163
305171,0.926,0.0,0.0,0.0,0.012,2959.204,1.585,3,1,0.043
306464,0.864,0.0,0.0,0.0,0.047,564.786,2.585,3,1,0.153
308922,0.735,0.0,0.0,0.111,0.039,1231.674,3.17,3,1,0.086
314722,0.629,0.25,0.0,0.0,0.082,677.794,1.5,0,-1,-0.038
318892,0.864,0.0,0.0,0.0,0.03,817.19,2.0,3,1,0.154
319270,0.868,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.161
324157,0.724,0.0,0.0,-0.012,0.037,689.978,3.393,0,1,0.131
327319,0.958,0.0,0.333,0.095,0.057,831.063,0.918,3,1,0.03
340723,1.0,0.0,0.25,-0.125,0.019,1320.535,0.811,3,1,0.008
346566,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.18
367757,0.666,0.0,0.0,0.051,0.257,120.096,3.471,0,1,0.125
369621,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.18
381092,0.612,0.0,0.0,0.0,3.5,11.265,1.842,0,1,0.04
387517,1.0,0.0,0.0,0.0,0.016,,1.0,1,1,0.158
396785,0.872,0.0,0.0,0.067,0.046,1103.485,0.0,3,1,0.073
403143,0.815,0.0,0.0,0.012,0.1,576.0,3.522,0,1,0.136
403813,1.0,0.0,0.0,0.1,0.008,,1.0,1,1,0.13
404201,0.624,0.0,0.0,0.063,0.114,248.715,3.118,0,1,0.117
417775,0.599,0.0,0.0,0.014,0.053,674.591,1.664,0,1,0.099
419548,0.566,0.0,0.0,0.031,0.238,178.643,3.567,0,1,0.126
420227,0.742,0.0,0.0,-0.029,0.053,431.912,2.722,0,1,0.142
421561,0.859,0.0,0.0,0.233,0.033,7.786,1.585,1,1,0.103
421907,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.18
442662,0.683,0.0,0.0,0.01,0.154,231.307,2.922,0,1,0.137
443509,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.18
453376,0.766,0.0,0.0,-0.013,0.323,114.884,3.394,0,1,0.135
459983,0.762,0.0,0.0,0.0,0.397,72.506,3.049,0,1,0.139
460424,0.333,0.667,0.0,0.0,3.0,0.072,0.0,2,-1,-0.175
461006,0.9,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.164
466480,0.125,0.875,0.0,0.0,8.0,0.363,1.561,2,-1,-0.215
467509,0.923,0.0,0.0,0.0,2.0,,0.0,1,1,0.118
469965,0.897,0.0,0.0,0.0,1.5,30.64,1.918,1,1,0.121
2030,0.925,0.0,0.0,-0.029,0.047,641.349,2.087,3,1,0.143
4461,0.704,0.0,0.0,0.0,0.133,238.822,1.5,0,1,0.13
4494,1.0,0.0,0.0,0.0,0.022,748.477,2.585,3,1,0.125
7541,0.86,0.0,0.0,0.0,0.074,290.065,1.0,1,1,0.151
9306,0.795,0.0,0.1,0.109,0.032,1045.773,2.646,3,1,0.072
12336,1.0,0.0,0.0,0.0,0.007,,1.0,1,1,0.157
15942,0.65,0.0,0.0,0.013,0.075,596.762,3.634,0,1,0.127
18387,0.85,0.111,0.056,-0.014,0.097,317.804,3.17,0,1,0.014
18697,0.941,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.165
28673,0.849,0.0,0.143,0.162,0.051,847.674,2.522,3,1,0.056
33273,0.816,0.0,0.0,0.0,0.143,287.27,2.923,0,1,0.154
43261,0.63,0.0,0.0,0.067,0.072,416.867,2.824,0,1,0.116
45711,0.934,0.0,0.0,0.0,0.048,1488.838,3.459,3,1,0.103
51222,0.933,0.0,0.0,0.333,0.014,1960.173,1.585,3,1,0.035
53468,0.917,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.166
58492,1.0,0.0,0.0,0.0,2.0,,1.0,1,1,0.113
70305,0.786,0.0,0.0,-0.015,0.067,679.144,3.239,0,1,0.142
77539,0.838,0.0,0.0,0.083,0.089,427.764,2.855,0,1,0.136
87318,0.918,0.0,0.0,0.0,0.051,370.064,1.922,1,1,0.155
88605,0.882,0.0,0.0,0.0,0.012,2438.614,2.0,3,1,0.087
91220,0.725,0.0,0.0,0.018,0.163,201.097,2.664,0,1,0.143
91962,0.635,0.0,0.0,0.044,0.053,706.311,3.007,0,1,0.127
96696,0.674,0.0,0.0,0.017,0.063,272.421,3.308,0,1,0.141
97589,0.929,0.0,0.0,0.0,0.007,,1.0,1,1,0.159
102085,0.819,0.0,0.154,0.0,0.041,601.594,2.815,0,1,0.09
102419,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.18
107047,0.893,0.0,0.0,0.0,0.007,,1.0,1,1,0.157
107124,1.0,0.0,0.0,-0.1,0.021,1203.466,1.922,3,1,0.086
107879,0.889,0.0,0.0,0.0,0.042,610.769,2.922,3,1,0.148
108597,0.9,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.164
113099,0.871,0.0,0.0,0.0,0.022,967.837,2.0,3,1,0.149
126674,1.0,0.0,0.0,0.0,0.023,1838.139,1.585,3,1,0.102
127561,0.781,0.0,0.0,0.006,0.065,1067.79,3.128,3,1,0.129
138846,0.927,0.0,0.0,0.0,0.018,1329.011,1.585,3,1,0.137
140213,0.875,0.0,0.0,0.0,0.014,3701.558,2.0,3,1,0.025
144981,0.761,0.0,0.0,0.019,0.028,1351.301,2.419,3,1,0.115
146337,1.0,0.0,0.0,0.0,0.018,,1.0,1,1,0.158
156685,0.745,0.0,0.143,0.055,0.049,713.027,2.807,0,1,0.072
167292,0.827,0.0,0.0,0.033,0.074,484.252,3.197,0,1,0.154
171669,1.0,0.0,0.0,0.06,0.031,463.238,2.322,3,1,0.119
171760,1.0,0.0,0.0,0.0,0.022,1858.654,2.0,3,1,0.098
182252,0.897,0.0,0.111,0.0,0.031,1970.877,2.281,3,1,0.065
183543,0.606,0.0,0.024,0.03,0.163,217.819,3.509,0,1,0.123
186500,0.895,0.0,0.0,0.15,0.08,436.866,2.845,0,1,0.097
193173,0.934,0.0,0.0,-0.043,0.045,743.087,3.093,3,1,0.124
193178,0.912,0.0,0.0,0.0,0.5,,1.0,1,1,0.146
209223,0.707,0.029,0.029,0.006,0.111,439.554,3.715,0,1,0.079
214953,0.857,0.0,0.0,-0.067,0.025,993.987,1.918,3,1,0.123
216125,0.786,0.0,0.0,0.047,0.072,342.766,2.719,0,1,0.142
219716,0.694,0.037,0.0,-0.019,0.077,532.197,2.728,0,1,0.104
224022,0.897,0.0,0.0,0.0,0.027,1098.557,1.918,3,1,0.146
226164,0.886,0.0,0.0,0.0,0.038,733.484,2.646,3,1,0.153
227512,0.832,0.0,0.0,0.0,0.046,524.851,2.035,3,1,0.158
236084,1.0,0.0,0.0,0.0,1.0,,1.0,1,1,0.153
237506,0.878,0.0,0.0,0.062,0.016,1784.588,1.5,3,1,0.114
241407,0.943,0.0,0.0,0.033,0.04,993.512,1.918,3,1,0.138
248082,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.18
260239,0.923,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.167
268130,1.0,0.0,0.0,0.0,0.073,367.914,2.0,1,1,0.137
273896,0.96,0.0,0.0,0.0,0.009,,1.0,1,1,0.157
281412,0.873,0.0,0.0,0.03,0.051,870.505,2.638,3,1,0.144
281448,0.855,0.0,0.0,0.0,0.01,3040.659,0.918,3,1,0.013
284722,0.854,0.0,0.0,0.02,0.029,1220.923,2.846,3,1,0.132
285987,1.0,0.0,0.0,0.0,0.01,,1.0,1,1,0.157
286223,0.763,0.0,0.0,0.024,0.052,729.503,3.057,0,1,0.149
286306,0.868,0.0,0.0,-0.025,0.026,849.094,2.5,3,1,0.14
286753,0.956,0.0,0.0,0.0,0.098,525.326,1.5,1,1,0.149
286946,1.0,0.0,0.0,0.0,0.008,,1.0,1,1,0.157
287024,0.812,0.0,0.0,0.0,0.018,2263.165,1.5,3,1,0.086
290893,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.18
293257,0.871,0.0,0.0,0.05,0.05,559.757,2.0,3,1,0.149
293633,0.947,0.0,0.0,-0.058,0.041,1011.702,1.522,3,1,0.123
297868,1.0,0.0,0.0,0.0,0.011,296.008,1.585,1,1,0.14
300525,0.838,0.0,0.0,0.0,0.058,623.255,3.096,0,1,0.156
300944,0.741,0.0,0.0,0.0,0.039,1132.814,2.725,3,1,0.126
307292,0.671,0.0,0.031,0.141,0.113,380.856,3.226,0,1,0.085
309552,0.8,0.0,0.0,0.062,0.031,1759.494,2.0,3,1,0.104
311607,0.677,0.0,0.0,-0.027,0.314,124.835,2.914,0,1,0.125
315142,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.18
327162,0.836,0.0,0.0,-0.014,0.044,846.063,1.972,3,1,0.142
345868,0.873,0.0,0.1,0.0,0.03,1698.902,2.646,3,1,0.076
353689,0.789,0.0,0.0,0.019,0.049,1156.853,2.354,3,1,0.132
355643,0.871,0.0,0.0,0.089,0.043,872.677,2.197,3,1,0.129
361586,0.862,0.0,0.0,0.0,0.286,193.799,0.0,1,1,0.107
362050,0.511,0.077,0.077,0.024,0.043,657.236,2.449,0,1,0.001
364929,0.925,0.0,0.0,0.0,0.035,710.199,2.75,3,1,0.143
365091,0.587,0.0,0.0,0.052,9.0,5.519,2.932,5,-1,-0.044
365990,0.966,0.0,0.0,0.0,0.222,,0.0,1,1,0.116
366531,1.0,0.0,0.0,0.0,0.167,,1.0,1,1,0.154
366596,0.955,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.165
366673,0.9,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.164
366810,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.18
402693,1.0,0.0,0.0,0.0,0.054,,1.0,1,1,0.157
430174,0.905,0.0,0.0,0.0,0.093,392.079,1.922,1,1,0.156
448037,0.784,0.0,0.0,0.0,0.108,370.06,2.419,0,1,0.153
450457,0.69,0.04,0.0,0.001,0.236,122.832,3.259,0,1,0.106
454328,0.333,0.8,0.0,0.0,10.0,2.99,1.895,2,-1,-0.207
454766,0.733,0.0,0.0,-0.009,1.882,27.849,3.049,0,1,0.093
462370,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.18
462371,0.8,0.333,0.0,0.0,3.0,0.028,0.0,1,-1,-0.066
7204,0.63,0.024,0.049,0.034,0.118,276.682,3.693,0,1,0.078
13499,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.18
13761,0.649,0.0,0.048,0.145,0.081,1316.728,3.273,3,1,0.018
25614,0.685,0.0,0.0,-0.007,0.082,510.443,3.144,0,1,0.145
25743,0.734,0.0,0.0,0.064,0.097,295.233,3.3,0,1,0.132
26844,0.722,0.027,0.027,0.037,0.104,276.225,3.767,0,1,0.075
29260,0.795,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.133
29643,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6,-1,-0.038
33955,0.64,0.0,0.188,0.031,0.068,372.845,2.983,0,1,0.057
34070,0.831,0.0,0.0,-0.005,0.029,1651.488,2.446,3,1,0.119
35315,0.658,0.022,0.133,0.027,0.141,214.506,3.798,0,1,0.044
36007,0.723,0.0,0.0,0.0,0.028,879.585,0.811,3,1,0.103
43301,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.18
43640,0.779,0.0,0.048,0.008,0.066,476.576,3.404,0,1,0.116
45407,0.819,0.0,0.0,0.143,0.025,910.537,2.236,3,1,0.104
47024,0.773,0.0,0.0,-0.066,0.057,507.005,2.369,0,1,0.136
48463,0.906,0.0,0.111,-0.004,0.053,680.289,2.642,3,1,0.106
66392,0.761,0.0,0.0,0.0,0.017,1851.77,1.585,3,1,0.097
66690,0.786,0.0,0.0,0.015,0.035,1011.842,2.595,3,1,0.135
72870,0.871,0.0,0.0,0.0,0.032,873.201,2.236,3,1,0.152
80655,0.82,0.0,0.0,0.0,0.119,412.507,2.842,0,1,0.152
84239,0.72,0.0,0.0,0.065,0.048,487.226,3.337,0,1,0.129
84852,0.942,0.0,0.0,0.0,0.08,425.949,2.922,3,1,0.142
84889,1.0,0.0,0.0,0.0,0.077,,1.0,1,1,0.157
86505,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.18
90222,0.541,0.0,0.0,0.026,0.119,443.646,2.873,0,1,0.117
90613,0.939,0.0,0.0,-0.031,0.071,356.086,3.125,0,1,0.134
90716,0.826,0.0,0.0,-0.014,0.176,44.247,2.585,0,1,0.151
92448,0.713,0.0,0.0,-0.078,0.028,1326.398,2.5,3,1,0.074
93735,0.636,0.0,0.167,-0.004,0.128,297.257,3.562,0,1,0.062
99566,0.894,0.0,0.0,0.0,0.031,1613.076,1.585,3,1,0.13
99996,0.831,0.0,0.0,0.02,0.046,893.369,3.273,3,1,0.139
103731,1.0,0.0,0.0,0.0,0.023,1059.835,1.522,3,1,0.128
107087,0.624,0.0,0.036,0.069,0.085,356.088,3.53,0,1,0.094
107771,0.935,0.0,0.0,0.0,0.031,897.983,1.5,3,1,0.148
113077,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.18
122131,0.842,0.0,0.048,0.008,0.069,333.171,3.046,0,1,0.133
127683,0.82,0.0,0.0,0.033,0.03,865.066,1.585,3,1,0.142
127783,0.727,0.0,0.0,0.0,0.041,613.118,2.236,0,1,0.14
136492,0.875,0.0,0.0,0.0,0.208,137.977,1.922,1,1,0.153
138515,0.648,0.0,0.156,-0.008,0.115,251.287,3.489,0,1,0.073
141499,0.977,0.0,0.0,0.188,0.037,987.506,2.0,3,1,0.075
143433,0.768,0.0,0.059,0.007,0.058,390.661,3.264,0,1,0.123
158463,0.854,0.0,0.0,-0.004,0.081,201.726,3.156,0,1,0.147
158666,0.778,0.0,0.0,0.043,0.072,266.247,3.178,0,1,0.147
166750,0.87,0.0,0.0,0.0,0.039,1178.399,2.156,3,1,0.148
171306,0.743,0.0,0.0,0.0,0.044,396.797,2.646,0,1,0.15
182641,0.876,0.0,0.0,-0.003,0.057,375.006,3.239,0,1,0.149
183336,0.952,0.0,0.0,0.067,0.028,1351.105,1.585,3,1,0.114
185469,0.826,0.0,0.0,0.0,0.007,,1.0,1,1,0.153
185773,0.94,0.0,0.0,-0.067,0.098,498.988,2.948,3,1,0.114
188543,0.877,0.0,0.0,0.114,0.02,959.971,2.522,3,1,0.115
197096,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.18
201014,0.939,0.0,0.0,0.0,0.059,,1.0,1,1,0.161
212750,0.753,0.034,0.0,0.052,0.099,276.244,3.729,0,1,0.08
216384,0.612,0.0,0.0,0.123,0.075,384.556,2.722,0,1,0.096
224217,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.18
230353,0.836,0.0,0.143,0.0,0.024,1207.332,2.236,3,1,0.084
241506,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.18
246546,0.941,0.0,0.0,0.0,0.043,777.477,2.0,3,1,0.151
256431,0.933,0.0,0.0,0.0,0.055,312.558,1.585,1,1,0.158
256445,0.755,0.0,0.0,-0.016,0.111,256.014,2.839,0,1,0.147
256572,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.18
259966,0.704,0.0,0.0,0.011,0.132,178.675,3.709,0,1,0.131
261709,0.853,0.0,0.0,0.138,0.098,367.732,3.027,0,1,0.111
278591,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.18
282433,0.777,0.0,0.0,-0.006,0.064,375.297,2.984,0,1,0.157
286025,0.728,0.0,0.1,0.0,0.068,312.618,3.084,0,1,0.11
287636,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6,-1,-0.038
290216,0.629,0.0,0.0,0.114,0.058,574.621,2.975,0,1,0.094
295179,0.73,0.0,0.0,0.019,0.026,1065.408,2.522,3,1,0.125
295473,0.723,0.0,0.0,0.022,0.029,653.544,2.236,0,1,0.138
295828,0.95,0.0,0.0,0.0,2.0,,1.0,1,1,0.119
295868,1.0,0.0,0.0,0.0,0.25,,1.0,1,1,0.148
296170,0.962,0.0,0.0,0.0,0.087,,1.0,1,1,0.16
300366,0.601,0.083,0.0,0.0,0.8,44.1,2.752,0,1,0.04
311980,1.0,0.0,0.0,0.0,0.013,,1.0,1,1,0.157
312300,1.0,0.0,0.0,0.0,0.1,,1.0,1,1,0.157
317239,0.378,0.031,0.0,0.015,0.205,331.256,2.991,0,1,0.053
317405,0.818,0.0,0.0,0.167,0.065,388.787,2.585,0,1,0.11
320926,0.649,0.043,0.0,0.04,0.16,468.913,3.603,0,1,0.09
323145,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.18
354673,1.0,0.0,0.0,0.0,0.013,1273.539,1.585,3,1,0.12
355276,1.0,0.0,0.0,0.0,0.008,,1.0,1,1,0.157
376116,0.854,0.0,0.0,0.0,0.228,247.356,1.614,1,1,0.147
376903,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.18
377455,0.853,0.0,0.0,0.0,0.75,82.809,0.918,1,1,0.139
377834,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.18
379749,1.0,0.0,0.0,0.0,0.5,40.65,1.585,1,1,0.13
380853,0.909,0.0,0.0,0.0,5.0,9.471,1.922,1,1,0.055
380900,0.76,0.0,0.0,0.03,0.134,281.32,2.914,0,1,0.149
382675,0.6,0.0,0.0,0.0,2.0,,1.0,0,1,0.065
395847,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.18
406532,0.696,0.0,0.0,0.0,2.0,,0.0,1,1,0.063
430309,0.802,0.0,0.0,-0.044,0.059,404.775,2.419,0,1,0.14
447031,0.864,0.0,0.0,0.0,8.0,5.294,2.156,1,1,0.011
459252,0.804,0.0,0.0,0.0,0.238,253.368,1.522,1,1,0.141
461640,0.944,0.0,0.0,0.0,3.0,0.004,0.0,1,1,0.062
461719,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.18
463873,0.803,0.0,0.0,0.042,0.48,83.044,2.689,0,1,0.125
1622,0.805,0.111,0.0,0.111,0.184,190.375,2.197,0,1,0.029
4668,0.935,0.0,0.0,0.0,0.017,1500.599,1.922,3,1,0.132
9383,0.923,0.0,0.0,0.0,0.027,1917.505,0.0,3,1,0.069
10658,0.974,0.0,0.0,0.0,0.016,2288.392,1.5,3,1,0.078
17648,0.748,0.0,0.0,0.053,0.082,505.833,3.006,0,1,0.14
22729,0.821,0.0,0.0,0.0,0.081,640.314,1.585,3,1,0.147
24885,0.929,0.0,0.0,0.0,0.036,,1.0,1,1,0.161
24977,0.8,0.0,0.0,0.06,0.023,1703.004,2.322,3,1,0.103
25612,0.595,0.0,0.053,-0.026,0.062,539.395,2.84,0,1,0.093
25966,0.641,0.0,0.0,0.014,0.076,465.686,2.135,0,1,0.127
28098,0.718,0.0,0.037,-0.005,0.083,295.545,3.18,0,1,0.126
28866,0.634,0.0,0.0,0.024,0.066,566.899,3.042,0,1,0.136
33237,0.79,0.0,0.0,-0.048,0.021,1472.567,2.0,3,1,0.106
33278,0.544,0.0,0.0,-0.033,0.152,258.068,3.47,0,1,0.112
33729,0.863,0.0,0.0,0.054,0.035,906.663,2.252,3,1,0.141
35379,0.757,0.0,0.0,0.225,0.048,565.842,2.406,0,1,0.088
40263,0.843,0.0,0.0,0.006,0.033,1393.974,2.252,3,1,0.134
42888,0.555,0.0,0.261,-0.039,0.315,280.662,3.067,0,1,0.002
49258,0.797,0.0,0.0,0.0,0.032,1225.773,2.75,3,1,0.127
49262,0.787,0.0,0.0,0.0,0.03,944.861,2.25,3,1,0.145
50039,0.871,0.0,0.0,0.0,0.059,384.229,3.406,0,1,0.149
51821,0.92,0.0,0.0,0.0,0.042,1138.833,0.918,3,1,0.129
54452,0.781,0.053,0.053,0.011,0.081,471.419,3.577,0,1,0.062
62664,0.882,0.0,0.0,0.071,0.057,596.492,2.236,3,1,0.136
64251,0.767,0.083,0.0,0.0,0.035,1045.73,3.252,3,1,0.039
70315,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.18
72771,0.778,0.0,0.0,0.0,0.024,2106.498,2.5,3,1,0.083
73045,0.917,0.0,0.0,0.143,0.119,394.276,2.236,3,1,0.103
74191,0.947,0.0,0.0,0.0,0.016,,1.0,1,1,0.161
74600,1.0,0.0,0.0,0.0,0.031,,1.0,1,1,0.159
76237,0.6,0.0,0.083,0.004,0.159,201.782,3.174,0,1,0.098
92257,0.741,0.0,0.0,0.0,0.055,741.148,3.281,0,1,0.143
95283,0.868,0.0,0.0,-0.117,0.017,2554.734,2.322,3,1,0.028
95862,0.762,0.0,0.0,0.0,0.036,1004.109,2.156,3,1,0.139
98692,0.869,0.0,0.0,0.0,0.056,449.548,2.295,3,1,0.159
128186,0.903,0.0,0.0,0.0,0.023,1751.547,1.585,3,1,0.125
134828,0.821,0.0,0.0,0.1,0.015,2787.572,1.522,3,1,0.019
147170,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.18
152468,0.89,0.0,0.0,-0.018,0.045,676.253,3.027,3,1,0.141
165015,0.947,0.0,0.0,0.0,0.05,750.949,2.522,3,1,0.142
169958,0.877,0.0,0.0,0.0,0.016,1112.212,1.5,3,1,0.144
171495,0.901,0.0,0.111,0.0,0.043,562.33,2.948,3,1,0.107
173569,0.907,0.1,0.0,0.0,0.045,1016.313,2.446,3,1,0.049
189296,0.865,0.0,0.0,0.25,0.02,1821.888,0.811,3,1,0.044
191398,0.857,0.0,0.0,0.021,0.017,1259.778,2.252,3,1,0.136
195578,0.813,0.0,0.0,0.019,0.053,527.357,2.732,0,1,0.146
200839,0.933,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.167
219797,0.651,0.0,0.0,0.023,0.054,721.103,2.686,0,1,0.13
220676,0.742,0.051,0.0,0.026,0.218,219.058,3.78,0,1,0.074
224232,0.569,0.0,0.0,0.0,0.167,279.801,1.792,0,1,0.099
226855,0.655,0.0,0.091,0.0,0.052,540.359,3.096,0,1,0.106
