author_id,lexical_diversity,repeated_ratio,link_ratio,sentiment_polarity,comments_per_day,burstiness_hours,hour_entropy,segment,anomaly_score,anomaly_score_val
1604,0.709,0.0,0.0,0.031,0.045,524.095,2.875,0,1,0.142
4387,1.0,0.0,0.0,0.0,0.006,,0.0,1,1,0.132
5679,0.351,0.003,0.025,0.025,1.138,30.093,4.152,0,1,0.029
7129,0.445,0.004,0.014,0.015,0.785,52.565,4.003,0,1,0.077
9884,0.593,0.051,0.04,0.021,0.276,109.077,3.706,0,1,0.059
10125,0.35,0.018,0.128,0.019,1.56,27.097,4.02,0,-1,-0.012
16887,0.456,0.017,0.0,0.014,0.675,70.393,4.136,0,1,0.072
18203,0.757,0.0,0.0,-0.01,0.064,550.091,3.178,0,1,0.148
20445,0.647,0.0,0.027,-0.001,0.114,249.581,3.624,0,1,0.118
24478,0.291,0.009,0.043,0.021,3.635,20.731,4.042,0,-1,-0.042
24488,0.333,0.005,0.001,0.007,2.033,49.984,4.16,0,1,0.023
24675,0.269,0.012,0.003,0.019,2.099,25.097,4.167,0,1,0.006
25331,0.409,0.004,0.007,0.021,0.755,51.3,3.801,0,1,0.074
25895,0.267,0.006,0.029,0.04,1.459,29.415,3.916,0,1,0.008
26181,0.278,0.013,0.018,0.025,8.262,5.987,4.038,5,-1,-0.094
26760,0.762,0.0,0.0,0.016,0.061,443.907,2.392,0,1,0.154
28445,0.286,0.008,0.044,0.009,4.504,11.821,4.085,0,-1,-0.051
29247,0.328,0.0,0.022,0.023,1.226,37.893,3.817,0,1,0.039
30986,0.761,0.0,0.0,0.108,0.056,604.873,2.585,0,1,0.12
31229,0.412,0.016,0.0,0.012,2.126,20.199,4.205,0,1,0.021
32093,0.426,0.016,0.007,0.019,2.802,52.257,3.974,0,1,0.026
32319,0.59,0.019,0.056,-0.019,0.157,222.801,3.58,0,1,0.078
33912,0.926,0.0,0.0,0.2,0.025,1278.051,1.922,3,1,0.078
34168,0.4,0.004,0.0,0.031,0.654,118.105,3.958,0,1,0.065
35057,0.266,0.032,0.0,0.01,3.267,13.034,3.76,0,-1,-0.013
35775,0.564,0.0,0.0,0.1,0.196,178.508,3.466,0,1,0.099
37692,0.494,0.03,0.015,0.009,0.445,76.362,3.845,0,1,0.081
41893,0.533,0.012,0.023,0.007,0.474,63.816,3.375,0,1,0.092
42046,0.484,0.006,0.012,0.034,0.953,32.019,4.014,0,1,0.076
42230,0.852,0.0,0.0,-0.03,0.064,848.831,2.829,3,1,0.131
43868,0.38,0.032,0.013,-0.003,1.526,31.025,3.953,0,1,0.02
46730,0.651,0.0,0.0,-0.009,0.087,449.984,3.69,0,1,0.131
47520,0.519,0.037,0.021,0.028,0.911,53.778,3.847,0,1,0.064
52279,0.534,0.0,0.005,0.005,0.607,53.72,3.684,0,1,0.112
64471,0.613,0.0,0.014,0.023,0.256,138.277,3.127,0,1,0.134
70828,0.411,0.015,0.034,0.011,1.124,33.524,4.223,0,1,0.032
73163,0.51,0.05,0.0,0.027,0.167,300.768,3.746,0,1,0.064
73577,0.545,0.023,0.0,0.009,0.478,104.309,3.735,0,1,0.096
73944,0.791,0.0,0.0,0.0,0.046,601.575,2.842,0,1,0.152
75047,0.257,0.034,0.0,0.023,2.099,46.618,3.919,0,1,0.006
82085,0.433,0.01,0.01,0.003,0.626,192.625,3.746,0,1,0.074
89041,0.337,0.017,0.029,0.023,1.361,40.313,3.352,0,1,0.015
99485,0.779,0.0,0.0,0.0,0.072,461.707,2.922,0,1,0.155
100385,0.29,0.017,0.002,0.033,3.588,10.55,4.161,0,-1,-0.03
105630,0.55,0.009,0.0,-0.005,0.307,119.853,3.991,0,1,0.097
111315,0.429,0.037,0.026,0.004,1.571,34.126,3.947,0,1,0.02
114379,1.0,0.0,0.0,0.0,0.011,4730.552,0.918,3,-1,-0.036
126168,0.444,0.028,0.083,0.001,0.322,93.688,3.801,0,1,0.032
127299,0.454,0.0,0.006,0.029,1.011,43.188,4.039,0,1,0.078
131565,0.295,0.012,0.004,0.054,0.711,52.328,3.841,0,1,0.035
135653,0.831,0.0,0.0,0.0,0.051,610.09,3.19,0,1,0.154
141582,0.799,0.0,0.0,0.0,0.144,227.801,3.118,0,1,0.151
148580,0.453,0.013,0.0,0.008,0.639,55.618,4.035,0,1,0.085
149247,0.379,0.005,0.0,0.029,1.086,30.037,3.839,0,1,0.056
154695,0.881,0.0,0.0,-0.026,0.074,742.878,3.382,3,1,0.123
156302,0.307,0.005,0.032,0.025,4.429,50.948,3.054,0,-1,-0.039
156696,0.53,0.044,0.0,0.005,0.467,121.448,3.876,0,1,0.075
168026,0.679,0.0,0.0,0.058,0.149,291.127,3.139,0,1,0.131
170223,0.462,0.0,0.028,0.002,0.405,91.877,3.405,0,1,0.083
184306,0.468,0.0,0.013,-0.003,0.883,46.467,2.218,0,1,0.078
188595,0.554,0.038,0.006,-0.031,1.061,21.859,4.045,0,1,0.057
195952,0.692,0.033,0.0,0.019,0.149,315.628,3.47,0,1,0.111
200513,0.789,0.0,0.0,-0.073,0.021,296.987,2.0,0,1,0.129
219753,0.553,0.012,0.03,0.018,0.463,66.199,3.768,0,1,0.083
225433,0.755,0.0,0.083,0.071,0.037,933.692,2.918,3,1,0.085
245371,0.531,0.0,0.0,0.021,0.368,102.458,3.676,0,1,0.117
250055,0.929,0.0,0.0,0.0,0.013,2436.523,2.0,3,1,0.084
261412,0.313,0.007,0.002,0.022,1.716,34.797,3.048,0,1,0.029
263136,0.614,0.0,0.0,0.025,0.124,317.128,3.463,0,1,0.14
268181,0.571,0.013,0.003,0.008,0.845,51.587,4.132,0,1,0.09
269747,0.516,0.012,0.006,0.007,0.478,84.766,4.158,0,1,0.096
272706,0.374,0.0,0.0,0.022,1.076,51.454,4.157,0,1,0.054
273667,0.424,0.041,0.0,0.014,1.612,27.124,3.698,0,1,0.031
277997,0.43,0.004,0.004,0.031,1.295,102.53,3.729,0,1,0.073
279257,0.463,0.035,0.0,0.012,0.394,65.435,3.71,0,1,0.074
279974,0.478,0.021,0.004,0.017,0.75,90.342,3.606,0,1,0.089
281818,0.303,0.007,0.002,0.007,3.608,16.719,4.401,0,-1,-0.021
287762,0.487,0.009,0.005,0.016,0.595,69.391,3.411,0,1,0.101
290275,0.651,0.012,0.012,0.004,0.244,127.497,3.985,0,1,0.106
290686,0.317,0.022,0.014,0.013,1.541,29.283,4.121,0,1,0.017
294397,0.394,0.017,0.0,0.03,0.983,39.83,4.108,0,1,0.05
294413,0.771,0.056,0.0,-0.028,0.305,77.981,1.816,0,1,0.079
295581,0.346,0.031,0.005,0.005,5.691,14.225,3.891,0,-1,-0.043
296057,0.36,0.028,0.003,0.015,1.714,24.64,4.199,0,1,0.013
297574,0.195,0.007,0.015,0.03,6.786,8.54,4.126,0,-1,-0.076
297623,0.927,0.0,0.25,-0.193,0.1,304.858,2.0,1,1,0.033
300130,0.632,0.059,0.0,-0.012,0.911,48.821,2.644,0,1,0.06
304618,0.793,0.0,0.0,0.0,0.144,225.67,3.303,0,1,0.146
307412,0.453,0.0,0.0,0.075,0.722,78.258,3.646,0,1,0.063
316632,0.587,0.0,0.0,-0.01,0.139,234.823,3.225,0,1,0.127
317047,0.933,0.0,0.0,0.0,0.006,,1.0,1,1,0.16
324854,0.762,0.0,0.0,-0.033,0.079,650.785,1.585,3,1,0.135
325061,0.472,0.0,0.0,0.005,0.599,152.753,3.312,0,1,0.105
355186,0.456,0.036,0.0,-0.009,1.598,23.941,3.925,0,1,0.034
363108,0.54,0.048,0.0,0.003,0.68,61.077,3.524,0,1,0.072
365656,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.18
365738,0.385,0.019,0.0,-0.005,2.627,15.281,3.954,0,1,0.006
391384,0.389,0.001,0.0,0.022,2.753,38.705,3.907,0,1,0.015
396997,0.445,0.016,0.0,0.016,1.67,31.851,3.891,0,1,0.051
403531,0.431,0.004,0.0,0.024,1.169,48.007,3.927,0,1,0.073
1691,0.547,0.036,0.181,-0.001,0.24,137.953,3.153,0,1,0.015
11958,0.415,0.004,0.008,0.012,0.698,99.39,4.059,0,1,0.068
14971,0.179,0.011,0.026,0.012,7.395,11.569,3.859,0,-1,-0.099
18655,0.728,0.0,0.0,0.012,0.097,455.407,3.723,0,1,0.13
22946,0.815,0.0,0.143,-0.027,0.027,648.012,2.522,3,1,0.083
25773,0.431,0.007,0.004,0.004,1.545,18.855,4.052,0,1,0.046
26227,0.413,0.009,0.037,0.021,0.898,37.757,3.762,0,1,0.051
26972,0.219,0.008,0.0,0.021,6.981,13.508,3.809,0,-1,-0.064
27241,0.48,0.027,0.008,0.008,0.935,56.204,3.91,0,1,0.081
27297,0.309,0.01,0.004,0.018,1.562,41.793,4.115,0,1,0.031
27583,0.341,0.007,0.0,0.011,2.902,19.277,3.593,0,1,0.005
27763,0.271,0.004,0.006,0.026,4.707,9.282,4.106,0,-1,-0.04
30274,0.181,0.005,0.003,0.016,10.75,5.708,3.917,5,-1,-0.101
31006,0.559,0.031,0.0,0.028,0.439,72.737,3.836,0,1,0.092
35470,0.386,0.009,0.014,0.018,1.622,28.855,3.982,0,1,0.033
41752,0.767,0.0,0.0,0.06,0.059,556.552,2.939,0,1,0.134
49271,0.62,0.047,0.0,0.025,0.183,204.808,3.673,0,1,0.088
50148,0.407,0.015,0.005,0.018,1.508,38.19,4.075,0,1,0.042
51316,1.0,0.0,0.0,0.0,0.033,,1.0,1,1,0.159
52875,0.887,0.0,0.062,0.0,0.087,347.883,2.727,0,1,0.123
53462,0.329,0.013,0.002,0.022,1.515,24.799,4.173,0,1,0.027
54255,0.622,0.0,0.0,0.013,0.132,242.577,3.618,0,1,0.135
54502,0.761,0.0,0.0,0.0,0.03,,1.0,1,1,0.142
58616,0.459,0.012,0.006,0.022,0.467,70.276,3.882,0,1,0.085
62386,0.857,0.0,0.067,0.0,0.051,445.886,3.19,0,1,0.12
63434,0.545,0.0,0.0,0.042,0.103,343.4,3.895,0,1,0.101
64521,0.533,0.006,0.0,0.013,0.472,64.533,4.017,0,1,0.102
71729,0.587,0.024,0.048,0.052,0.12,285.489,3.681,0,1,0.067
73347,0.587,0.0,0.0,0.028,0.205,141.488,3.633,0,1,0.128
78383,0.515,0.0,0.0,0.007,0.186,206.774,3.959,0,1,0.108
82416,0.308,0.015,0.008,0.017,6.259,9.424,4.128,0,-1,-0.055
84634,0.955,0.0,0.0,0.0,0.037,,1.0,1,1,0.161
94270,0.598,0.012,0.0,0.023,0.232,180.228,3.775,0,1,0.107
100587,0.389,0.009,0.033,0.042,1.186,30.076,4.082,0,1,0.02
110496,0.862,0.0,0.0,-0.099,0.061,480.113,2.984,0,1,0.13
110757,0.789,0.0,0.015,0.077,0.219,164.029,3.345,0,1,0.116
114669,0.351,0.012,0.008,0.006,2.433,16.691,4.255,0,1,0.009
115387,0.286,0.025,0.004,0.021,2.5,17.078,3.731,0,-1,-0.003
115852,0.864,0.0,0.0,0.075,0.025,1253.951,1.811,3,1,0.123
118720,0.339,0.013,0.026,0.021,5.157,16.025,4.01,0,-1,-0.042
130360,0.485,0.033,0.011,0.01,0.275,127.09,3.786,0,1,0.085
134485,0.58,0.0,0.0,-0.008,0.15,169.277,3.506,0,1,0.127
141619,0.338,0.01,0.002,0.019,1.333,50.325,4.006,0,1,0.049
143617,0.234,0.017,0.003,0.009,7.093,7.797,4.021,0,-1,-0.074
144245,0.433,0.012,0.031,0.011,1.168,57.104,3.753,0,1,0.052
156680,0.468,0.004,0.035,0.002,0.727,88.961,3.824,0,1,0.075
157328,0.355,0.002,0.0,0.032,1.603,49.759,4.098,0,1,0.031
159996,0.363,0.006,0.01,0.01,3.758,26.436,4.039,0,-1,-0.011
160679,0.333,0.017,0.013,0.013,2.258,21.524,4.007,0,1,0.009
164571,0.505,0.023,0.012,0.015,0.734,113.101,3.356,0,1,0.096
168762,0.441,0.0,0.012,0.006,0.477,64.279,4.145,0,1,0.074
168834,0.518,0.0,0.0,0.008,0.305,176.054,3.865,0,1,0.108
169505,0.564,0.029,0.01,0.009,0.301,138.652,3.494,0,1,0.104
174645,0.213,0.013,0.009,0.014,13.321,3.603,4.18,5,-1,-0.116
178154,0.298,0.007,0.001,0.021,2.864,16.476,4.036,0,-1,-0.005
178203,0.721,0.0,0.083,0.0,0.072,332.243,3.72,0,1,0.09
188591,0.61,0.0,0.0,0.007,0.098,275.549,3.536,0,1,0.134
192672,0.541,0.0,0.0,0.014,0.36,109.161,3.821,0,1,0.115
209587,0.325,0.023,0.003,0.001,0.821,341.702,3.932,0,1,0.026
215808,0.407,0.018,0.0,0.011,1.077,25.214,4.12,0,1,0.044
226333,0.608,0.04,0.0,-0.01,0.251,166.393,3.855,0,1,0.084
228576,0.353,0.0,0.014,0.021,1.207,38.879,3.782,0,1,0.051
233954,0.735,0.0,0.0,0.002,0.185,167.899,3.576,0,1,0.137
235983,0.845,0.0,0.0,0.117,0.019,908.809,2.252,3,1,0.122
238480,0.334,0.025,0.0,0.005,2.413,19.871,4.071,0,-1,-0.001
241273,0.406,0.0,0.004,0.009,0.662,87.639,3.263,0,1,0.085
255430,0.418,0.01,0.027,0.012,0.885,38.801,3.885,0,1,0.055
262215,0.302,0.018,0.042,0.011,2.742,18.361,3.941,0,-1,-0.021
264940,0.57,0.0,0.016,0.031,0.344,157.144,4.032,0,1,0.097
265456,0.62,0.051,0.0,-0.005,0.182,140.658,3.814,0,1,0.078
269845,0.27,0.017,0.002,0.015,18.851,4.129,3.924,5,-1,-0.118
271125,0.431,0.01,0.003,0.01,1.125,39.137,3.292,0,1,0.07
273894,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.18
278388,0.694,0.0,0.0,-0.009,0.095,238.719,2.999,0,1,0.137
289366,0.28,0.006,0.006,0.013,4.622,20.707,3.543,0,-1,-0.034
289635,0.245,0.021,0.001,0.026,3.105,21.611,3.851,0,-1,-0.018
290540,0.458,0.01,0.0,0.021,0.559,79.809,3.875,0,1,0.09
292288,0.34,0.0,0.047,0.024,1.104,65.975,4.234,0,1,0.024
292536,0.492,0.049,0.003,0.01,0.842,39.792,4.013,0,1,0.055
292857,0.491,0.018,0.036,0.005,0.784,48.42,3.838,0,1,0.061
296753,0.572,0.0,0.0,0.03,0.254,268.713,3.697,0,1,0.121
296893,0.435,0.049,0.0,0.017,1.381,31.755,3.742,0,1,0.035
317343,0.378,0.038,0.012,0.014,1.711,42.519,3.95,0,1,0.018
323187,0.518,0.016,0.0,0.042,0.39,96.247,3.816,0,1,0.086
337045,0.978,0.0,0.0,0.0,0.024,1628.773,2.236,3,1,0.11
357731,0.447,0.017,0.003,0.005,4.923,7.991,4.09,0,-1,-0.015
357845,0.457,0.008,0.04,0.007,0.905,190.455,3.72,0,1,0.055
359970,0.369,0.003,0.008,0.036,1.149,68.178,4.013,0,1,0.046
363030,0.39,0.013,0.0,0.006,1.129,44.959,3.948,0,1,0.054
367652,0.485,0.007,0.0,0.022,0.436,84.758,3.639,0,1,0.103
383400,0.438,0.012,0.0,0.021,1.864,23.342,3.813,0,1,0.046
384321,0.481,0.021,0.0,0.007,1.09,35.951,4.23,0,1,0.064
402278,0.871,0.0,0.0,0.0,0.093,422.189,2.0,1,1,0.16
415559,0.501,0.006,0.0,-0.003,1.174,48.316,3.788,0,1,0.083
421324,0.632,0.0,0.0,0.013,0.409,67.375,3.381,0,1,0.135
432583,0.511,0.095,0.0,0.036,9.786,4.603,3.95,5,-1,-0.108
436883,0.326,0.019,0.0,0.058,3.057,21.599,3.96,0,-1,-0.019
446143,0.46,0.016,0.0,0.006,1.581,21.236,3.667,0,1,0.053
456634,0.125,0.875,0.0,0.0,8.0,0.451,1.561,2,-1,-0.216
456642,0.333,0.667,0.0,0.0,3.0,0.029,0.0,2,-1,-0.173
4131,0.287,0.009,0.016,0.031,5.626,8.901,3.872,0,-1,-0.058
5695,0.428,0.013,0.01,-0.005,0.829,42.115,3.703,0,1,0.073
6260,0.438,0.008,0.0,0.023,1.984,24.248,3.946,0,1,0.041
6404,0.462,0.012,0.019,0.013,0.905,38.893,3.671,0,1,0.074
7887,0.555,0.0,0.013,0.015,0.268,99.701,3.901,0,1,0.11
10289,0.758,0.0,0.0,0.02,0.064,284.653,3.303,0,1,0.147
11760,0.493,0.0,0.0,0.049,0.312,107.422,3.785,0,1,0.086
12965,0.9,0.0,0.0,0.0,0.05,399.972,2.807,0,1,0.148
14171,0.571,0.0,0.047,0.064,0.243,120.444,3.922,0,1,0.065
15115,0.51,0.021,0.052,0.038,0.271,112.728,3.749,0,1,0.067
18530,0.596,0.006,0.0,0.01,0.927,68.435,3.957,0,1,0.101
25037,0.445,0.029,0.0,0.014,0.942,39.11,4.076,0,1,0.063
25425,0.531,0.003,0.07,0.011,2.096,17.337,3.943,0,1,0.019
25723,0.797,0.0,0.0,-0.052,0.068,344.992,2.928,0,1,0.134
27206,0.428,0.007,0.029,0.032,0.376,63.014,3.936,0,1,0.051
30080,0.408,0.006,0.0,0.017,0.483,62.863,4.047,0,1,0.069
30427,0.764,0.02,0.082,0.029,0.142,203.664,3.181,0,1,0.087
30799,0.699,0.031,0.0,0.012,0.282,123.191,3.615,0,1,0.11
30833,0.449,0.01,0.0,0.035,0.793,34.87,3.98,0,1,0.07
32067,0.498,0.017,0.017,0.001,0.515,73.914,3.2,0,1,0.088
33323,0.448,0.016,0.016,-0.002,0.567,70.805,3.443,0,1,0.064
35609,0.403,0.022,0.06,0.008,1.39,31.155,4.039,0,1,0.006
38801,0.713,0.0,0.087,0.015,0.143,157.144,3.657,0,1,0.098
39502,0.453,0.0,0.05,0.009,0.713,49.168,3.952,0,1,0.059
39901,0.648,0.0,0.0,0.019,0.062,442.765,3.071,0,1,0.144
40738,0.397,0.005,0.001,0.017,2.521,34.201,3.832,0,1,0.028
41354,0.48,0.0,0.012,0.028,0.269,166.653,4.077,0,1,0.09
41640,0.652,0.0,0.0,0.002,0.202,180.43,3.6,0,1,0.136
42232,0.321,0.0,0.017,0.046,1.119,33.948,3.867,0,1,0.025
43282,0.6,0.025,0.0,0.006,0.365,132.534,3.565,0,1,0.105
43435,0.893,0.0,0.0,-0.039,0.035,626.72,2.914,3,1,0.132
44893,0.349,0.002,0.002,0.02,1.132,36.893,3.991,0,1,0.054
46955,0.458,0.013,0.038,0.003,0.449,91.263,3.827,0,1,0.066
50501,0.629,0.0,0.105,-0.002,0.14,206.8,3.31,0,1,0.1
54815,0.645,0.0,0.0,0.036,0.123,394.787,3.8,0,1,0.12
63914,0.398,0.002,0.041,0.012,1.486,30.219,3.917,0,1,0.023
70976,0.316,0.011,0.043,0.032,2.7,14.389,3.531,0,-1,-0.018
90337,0.394,0.014,0.011,0.009,0.975,49.153,4.134,0,1,0.053
92736,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.18
104355,0.793,0.0,0.0,-0.009,0.066,448.239,2.835,0,1,0.151
110016,0.611,0.0,0.022,0.029,0.131,261.255,3.523,0,1,0.123
113354,0.416,0.012,0.043,0.015,2.366,16.143,4.067,0,-1,-0.002
115247,0.471,0.012,0.007,0.009,1.638,24.89,3.905,0,1,0.063
123957,0.005,0.995,0.0,0.0,0.527,57.814,3.847,2,-1,-0.139
127574,0.455,0.005,0.013,0.015,1.044,54.891,3.997,0,1,0.079
127937,0.593,0.0,0.089,0.019,0.125,292.651,3.828,0,1,0.079
132519,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6,-1,-0.038
134054,0.666,0.012,0.0,-0.002,0.228,126.108,3.887,0,1,0.108
139151,0.669,0.036,0.015,0.009,0.387,80.16,3.703,0,1,0.08
140421,0.449,0.008,0.0,0.021,0.692,56.006,3.777,0,1,0.088
146801,0.48,0.025,0.018,0.023,1.269,27.268,3.898,0,1,0.058
156181,0.406,0.013,0.029,0.026,1.725,25.063,3.854,0,1,0.015
159838,0.362,0.015,0.028,0.011,1.736,59.908,3.874,0,1,0.011
166008,0.504,0.011,0.0,0.03,0.511,52.548,3.98,0,1,0.096
168599,0.734,0.0,0.182,0.056,0.033,1105.399,3.096,3,1,0.028
173628,0.344,0.018,0.064,0.018,2.351,37.542,3.927,0,-1,-0.013
176408,0.608,0.0,0.038,0.069,0.297,105.515,3.852,0,1,0.068
179345,0.306,0.013,0.001,-0.002,2.325,21.829,4.213,0,-1,-0.001
184870,0.426,0.01,0.042,0.005,3.951,10.477,3.837,0,-1,-0.012
209578,0.369,0.004,0.013,0.032,0.647,52.988,4.202,0,1,0.045
215778,0.481,0.042,0.017,0.005,0.335,97.833,4.091,0,1,0.053
216300,0.709,0.0,0.0,0.017,0.145,198.701,3.434,0,1,0.141
234476,0.673,0.0,0.0,0.023,0.124,181.016,3.529,0,1,0.139
244887,0.484,0.037,0.0,0.014,0.826,39.248,3.855,0,1,0.078
248388,0.302,0.018,0.001,0.021,5.59,9.195,3.88,0,-1,-0.05
259724,0.427,0.01,0.0,0.007,0.56,113.602,3.685,0,1,0.092
267479,0.611,0.0,0.107,0.021,0.082,456.044,3.071,0,1,0.089
268034,0.336,0.012,0.002,0.018,2.248,19.149,4.055,0,1,0.011
268378,0.512,0.015,0.0,0.02,0.771,56.209,3.826,0,1,0.1
270836,0.792,0.0,0.0,-0.015,0.074,325.016,3.804,0,1,0.125
272453,0.462,0.009,0.005,0.048,1.062,51.871,3.341,0,1,0.067
275399,0.384,0.007,0.005,0.025,1.632,27.512,3.8,0,1,0.041
277136,0.434,0.028,0.019,0.016,0.602,68.917,4.036,0,1,0.052
278937,0.604,0.02,0.0,-0.012,0.157,253.661,2.997,0,1,0.108
282483,0.458,0.004,0.021,0.024,0.676,46.984,4.234,0,1,0.059
283973,0.576,0.031,0.0,0.002,1.165,34.14,4.254,0,1,0.068
285134,0.367,0.02,0.006,0.03,3.649,15.138,3.92,0,-1,-0.01
286130,0.635,0.036,0.0,-0.01,0.485,132.144,4.055,0,1,0.082
290645,0.01,0.995,0.0,0.0,1.745,52.579,2.165,2,-1,-0.168
292650,0.468,0.031,0.006,0.003,1.011,47.191,3.512,0,1,0.071
293052,0.588,0.007,0.007,0.004,0.393,143.814,3.744,0,1,0.107
293606,0.312,0.021,0.001,0.013,3.427,95.694,3.87,0,-1,-0.004
294909,0.649,0.0,0.0,-0.021,0.084,564.259,3.189,0,1,0.136
295544,0.309,0.021,0.0,0.01,5.165,9.624,3.566,0,-1,-0.033
299160,0.346,0.007,0.005,0.011,3.708,24.719,3.997,0,-1,-0.008
299382,0.316,0.016,0.005,0.007,4.069,9.439,3.828,0,-1,-0.018
330578,0.356,0.0,0.0,0.004,0.752,48.087,4.166,0,1,0.059
331821,0.521,0.0,0.041,-0.008,0.227,179.27,3.922,0,1,0.081
351544,1.0,0.0,0.0,0.0,0.022,2309.387,1.585,3,1,0.076
353035,0.731,0.0,0.0,0.002,0.194,274.641,3.076,0,1,0.151
367988,0.411,0.085,0.0,0.032,1.086,52.753,3.795,0,1,0.006
369678,0.366,0.01,0.0,0.023,1.951,46.624,3.719,0,1,0.035
384879,0.578,0.0,0.0,-0.012,0.728,121.291,3.853,0,1,0.108
399008,0.534,0.0,0.0,0.03,0.489,207.605,3.534,0,1,0.114
403832,0.439,0.012,0.0,0.015,2.44,16.194,4.156,0,1,0.025
410075,0.719,0.0,0.0,-0.007,0.226,258.103,3.537,0,1,0.138
416998,0.51,0.005,0.0,0.012,1.232,146.577,3.876,0,1,0.098
417120,0.711,0.077,0.0,0.051,0.289,121.393,3.475,0,1,0.048
419038,0.682,0.03,0.0,-0.006,0.943,68.813,3.427,0,1,0.088
422671,0.645,0.0,0.0,-0.022,0.108,166.915,2.78,0,1,0.127
6430,0.497,0.015,0.026,0.013,0.536,74.79,3.9,0,1,0.079
7554,0.472,0.0,0.049,0.019,0.777,72.112,3.562,0,1,0.069
14906,0.375,0.005,0.022,0.014,1.593,22.794,3.771,0,1,0.022
16527,0.371,0.011,0.002,0.01,3.137,20.351,3.95,0,1,0.005
16907,0.571,0.042,0.034,0.026,1.388,71.04,3.716,0,1,0.045
18399,0.415,0.016,0.014,0.015,1.014,33.523,3.788,0,1,0.057
19150,0.386,0.003,0.006,0.013,3.182,18.852,4.023,0,1,0.008
23662,0.404,0.0,0.008,0.024,0.427,70.037,2.78,0,1,0.074
23873,0.599,0.0,0.024,0.005,0.358,75.118,3.956,0,1,0.098
26474,0.292,0.013,0.008,0.008,2.525,27.701,3.732,0,1,0.007
26575,0.495,0.018,0.005,0.014,1.052,41.076,3.977,0,1,0.077
27142,0.968,0.0,0.0,0.0,0.171,268.764,2.236,1,1,0.131
28799,0.395,0.011,0.004,0.018,2.077,15.863,3.731,0,1,0.031
28810,0.368,0.034,0.013,0.012,2.479,32.998,3.973,0,1,0.002
29211,0.583,0.018,0.158,0.012,0.227,175.4,3.105,0,1,0.045
31519,0.421,0.012,0.0,0.022,0.681,44.5,4.061,0,1,0.066
32553,0.65,0.0,0.0,0.02,0.092,347.362,3.389,0,1,0.147
33477,0.5,0.0,0.0,0.0,0.071,,1.0,0,1,0.075
34412,0.824,0.027,0.0,0.014,0.109,236.615,3.818,0,1,0.099
38049,0.412,0.01,0.012,0.002,1.647,25.241,4.198,0,1,0.033
39378,0.353,0.013,0.01,0.016,1.873,24.367,4.01,0,1,0.022
39873,0.658,0.0,0.012,0.003,0.244,122.638,3.942,0,1,0.118
41566,0.254,0.044,0.008,0.008,1.753,59.12,3.924,0,1,0.002
47258,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.18
47407,0.537,0.007,0.013,0.004,0.423,71.042,3.946,0,1,0.093
47912,0.527,0.006,0.018,0.004,0.499,79.126,3.938,0,1,0.088
48238,0.61,0.0,0.0,0.024,0.184,228.93,3.898,0,1,0.117
49469,0.577,0.0,0.016,0.045,0.196,394.406,3.756,0,1,0.095
50003,0.243,0.019,0.01,0.013,9.462,6.418,4.023,5,-1,-0.094
58697,0.358,0.01,0.0,0.003,2.022,21.357,3.953,0,1,0.023
67484,0.724,0.0,0.02,0.028,0.142,294.359,3.392,0,1,0.133
67601,0.369,0.0,0.004,0.01,0.633,47.912,3.863,0,1,0.065
70620,0.45,0.012,0.008,0.02,0.708,53.671,3.898,0,1,0.089
72918,0.527,0.011,0.056,-0.013,0.27,111.58,3.811,0,1,0.075
73823,0.53,0.011,0.0,0.006,0.489,292.504,3.696,0,1,0.099
76068,0.434,0.051,0.0,0.014,0.383,91.787,3.889,0,1,0.046
83531,0.305,0.011,0.012,0.02,5.321,10.833,4.221,0,-1,-0.044
84177,0.562,0.0,0.019,0.019,0.149,181.734,3.854,0,1,0.106
86163,0.437,0.023,0.018,0.0,1.879,31.945,4.218,0,1,0.015
89200,0.447,0.012,0.036,0.012,0.469,77.96,3.755,0,1,0.068
95447,0.617,0.0,0.0,-0.008,0.317,97.608,3.493,0,1,0.129
95869,0.717,0.0,0.0,0.017,0.419,111.815,2.281,0,1,0.133
110184,0.703,0.0,0.051,0.046,0.112,357.781,3.855,0,1,0.091
114278,0.415,0.023,0.006,0.02,0.948,41.684,3.974,0,1,0.06
120503,0.379,0.026,0.01,0.015,0.89,53.899,3.91,0,1,0.05
131107,0.766,0.0,0.0,0.173,0.031,1312.706,2.845,3,1,0.064
135930,0.321,0.008,0.033,0.012,2.006,48.582,3.901,0,1,0.008
143224,0.546,0.024,0.008,0.014,1.366,28.144,3.776,0,1,0.073
152055,0.289,0.01,0.026,0.025,2.512,19.719,3.887,0,-1,-0.015
154181,0.429,0.01,0.09,0.013,3.704,10.597,4.051,0,-1,-0.034
154620,0.48,0.013,0.0,0.014,0.216,230.744,3.854,0,1,0.088
161199,0.508,0.0,0.088,-0.018,0.422,72.154,3.748,0,1,0.057
163171,0.395,0.017,0.0,0.05,0.992,52.314,3.517,0,1,0.043
